Student_ID,Gender,Age,Course,City,Attendance,Study_Hours,Assignment_Score,Project_Score,Aptitude_Score,Communication_Score,Internship,Backlogs,Placement,Package_LPA
STU246,Male,23,BCA,Delhi,77.0,6.9,78.2,79.8,74.3,75.2,No,0,Placed,7.61
STU247,Female,25,MCA,Mumbai,62.4,5.2,71.1,100,73.4,74.1,No,0,Placed,7.05
STU248,Female,25,BTech,Noida,65.1,5.2,62.5,78.0,63.3,64.3,Yes,0,Not Placed,0.0
STU249,Male,25,BTech,Mumbai,74.9,1.9,65.9,71.2,73.1,58.8,No,0,Placed,5.42
STU250,Male,18,BTech,Delhi,74.6,6.3,80.0,80.5,67.7,78.8,Yes,0,Placed,6.57
STU251,Male,19,BSc,Pune,69.6,7.7,81.9,98.3,81.4,81.0,No,0,Not Placed,0.0
STU252,Male,25,BCA,Delhi,79.6,1.9,70.9,85.5,55.6,46.1,Yes,0,Not Placed,0.0
STU253,Male,24,BTech,Pune,78.9,4.4,72.7,98.5,65.1,69.0,No,0,Placed,8.52
STU254,Female,23,MCA,Noida,69.0,6.2,72.8,94.3,56.6,55.3,No,0,Not Placed,0.0
STU255,Male,23,BSc,Noida,81.0,8.6,81.9,87.2,86.5,70.4,Yes,1,Placed,7.62
STU256,Male,22,BTech,Delhi,66.5,2.0,64.2,70.6,54.4,59.1,No,0,Not Placed,0.0
STU257,Female,21,BTech,Mumbai,83.7,1.9,75.9,67.1,70.9,70.4,Yes,0,Placed,4.91
STU258,Female,21,BTech,Pune,85.5,5.6,67.9,75.0,79.7,54.9,No,0,Placed,5.47
STU259,Female,22,MCA,Mumbai,67.2,7.8,77.3,100,73.1,98.4,No,0,Placed,7.47
STU260,Female,25,BTech,Delhi,62.2,6.8,54.0,79.5,52.4,54.0,No,0,Not Placed,0.0
STU261,Female,23,BTech,Delhi,72.6,8.6,75.2,90.3,59.8,68.3,Yes,0,Placed,5.86
STU262,Male,23,BSc,Lucknow,91.5,8.6,74.6,88.7,86.9,65.9,Yes,0,Placed,6.82
STU263,Female,21,BTech,Pune,79.2,8.6,94.1,100,75.3,52.1,No,0,Not Placed,0.0
STU264,Male,21,BSc,Noida,82.5,8.5,85.0,94.9,68.2,49.7,Yes,0,Placed,6.59
STU265,Female,24,BSc,Lucknow,82.1,4.7,72.9,93.9,70.8,62.6,No,0,Not Placed,0.0
STU266,Female,19,BTech,Pune,86.4,3.8,66.1,88.1,77.0,57.2,No,0,Placed,7.18
STU267,Female,20,BTech,Lucknow,83.3,8.4,88.8,88.1,59.7,81.6,No,0,Placed,5.46
STU268,Female,21,BTech,Lucknow,69.5,8.3,74.4,97.7,69.7,52.5,Yes,0,Placed,6.81
STU269,Female,19,BTech,Noida,83.2,3.4,76.0,88.5,75.7,71.5,Yes,0,Placed,7.7
STU270,Female,20,BTech,Noida,87.1,8.7,95.9,100,85.6,75.1,Yes,0,Placed,6.78
STU271,Female,25,BSc,Lucknow,74.7,3.8,65.9,74.8,51.0,71.7,Yes,0,Placed,6.73
STU272,Male,18,BSc,Bengaluru,85.9,3.1,70.7,81.6,68.4,66.4,Yes,0,Not Placed,0.0
STU273,Female,20,BSc,Delhi,78.9,2.2,65.2,69.8,64.7,77.7,No,0,Placed,5.48
STU274,Male,20,BSc,Pune,92.8,1.8,72.4,65.8,64.6,73.5,No,0,Not Placed,0.0
STU275,Male,18,BTech,Noida,64.2,8.8,75.2,92.4,73.5,55.8,Yes,0,Placed,7.5
STU276,Female,21,BSc,Delhi,74.5,8.0,79.2,86.6,75.4,67.3,Yes,0,Placed,7.28
STU277,Male,20,MCA,Lucknow,74.8,6.9,82.7,97.0,78.2,51.5,Yes,0,Placed,7.5
STU278,Male,20,MCA,Hyderabad,82.1,1.8,66.8,67.2,61.9,61.5,No,0,Placed,7.53
STU279,Female,19,MCA,Noida,77.4,8.9,87.6,98.2,83.3,69.5,No,0,Placed,6.82
STU280,Female,19,MCA,Mumbai,75.3,2.5,80.4,86.6,64.8,76.6,No,3,Not Placed,0.0
STU281,Male,19,BSc,Pune,82.8,8.3,71.0,93.5,76.4,74.6,Yes,0,Placed,6.76
STU282,Male,25,BSc,Noida,74.5,7.5,92.6,90.3,64.1,50.5,No,0,Placed,5.3
STU283,Male,18,BCA,Mumbai,80.8,2.4,63.5,82.3,65.0,66.4,Yes,0,Placed,7.63
STU284,Female,23,BTech,Mumbai,97.3,4.5,83.2,94.6,65.6,68.0,No,0,Not Placed,0.0
STU285,Female,20,BCA,Delhi,85.2,4.8,75.3,78.6,72.2,68.8,No,0,Not Placed,0.0
STU286,Female,18,BCA,Bengaluru,87.6,5.0,75.4,81.9,70.0,78.0,No,0,Placed,6.0
STU287,Male,20,BSc,Lucknow,77.1,3.0,64.0,64.9,49.8,64.3,No,0,Not Placed,0.0
STU288,Female,21,BCA,Bengaluru,95.4,2.2,76.2,73.1,76.5,69.6,Yes,0,Not Placed,0.0
STU289,Female,23,BTech,Noida,94.4,3.6,80.0,76.5,65.1,77.7,No,0,Placed,5.85
STU290,Female,19,BTech,Lucknow,89.7,7.6,74.4,87.1,88.9,75.0,No,0,Placed,5.88
STU291,Female,19,BTech,Lucknow,61.9,6.3,75.0,100,68.2,51.0,No,3,Not Placed,0.0
STU292,Female,23,BCA,Delhi,80.3,2.8,88.4,78.5,71.5,74.8,No,0,Not Placed,0.0
STU293,Male,22,MCA,Mumbai,70.2,7.8,91.2,100,65.2,74.3,No,0,Placed,6.79
STU294,Male,25,BTech,Mumbai,81.9,5.2,93.7,89.4,78.0,73.5,No,0,Placed,6.44
STU295,Female,25,BCA,Noida,78.9,4.5,72.6,79.2,62.5,81.7,No,1,Not Placed,0.0
STU296,Female,22,MCA,Noida,80.1,3.3,62.9,62.7,68.5,58.0,No,0,Not Placed,0.0
STU297,Female,20,MCA,Pune,95.8,6.6,85.1,97.9,60.8,65.2,Yes,0,Placed,6.59
STU298,Male,20,BSc,Mumbai,78.8,9.0,90.7,95.4,74.0,43.4,No,0,Placed,6.29
STU299,Female,25,BCA,Delhi,77.5,4.0,69.5,71.7,76.8,82.5,Yes,0,Not Placed,0.0
STU300,Male,22,BTech,Noida,73.6,5.3,75.6,86.4,58.1,41.8,No,0,Not Placed,0.0
STU301,Female,24,BCA,Hyderabad,62.7,4.1,61.3,71.3,77.9,69.3,No,0,Not Placed,0.0
STU302,Female,24,MCA,Bengaluru,68.3,1.7,58.2,64.7,46.1,82.0,Yes,1,Not Placed,0.0
STU303,Male,18,BSc,Delhi,79.5,9.0,82.2,100,85.7,54.3,Yes,0,Placed,7.35
STU304,Male,20,BCA,Bengaluru,59.1,4.2,80.0,74.6,44.2,80.6,No,3,Not Placed,0.0
STU305,Female,24,BTech,Delhi,91.1,5.1,80.1,89.3,67.9,62.2,Yes,0,Not Placed,0.0
STU306,Female,22,BSc,Pune,79.8,6.7,66.3,87.3,67.5,89.3,No,0,Placed,7.15
STU307,Female,21,MCA,Noida,84.3,6.3,95.6,98.2,66.6,46.8,No,0,Not Placed,0.0
STU308,Female,22,BSc,Bengaluru,68.5,2.0,57.1,69.5,65.0,55.5,No,0,Not Placed,0.0
STU309,Male,20,BCA,Noida,72.2,2.4,69.9,71.9,63.3,53.0,No,0,Not Placed,0.0
STU310,Female,18,BTech,Lucknow,62.7,7.1,75.2,95.0,76.7,59.5,No,0,Placed,6.48
STU311,Male,21,BSc,Noida,85.9,4.8,76.9,81.6,53.4,66.2,No,0,Not Placed,0.0
STU312,Female,20,BCA,Mumbai,85.1,5.6,85.4,95.9,68.7,58.1,No,0,Placed,6.29
STU313,Female,19,BSc,Bengaluru,86.5,1.6,69.8,83.5,68.3,61.1,Yes,0,Placed,6.55
STU314,Female,18,BCA,Hyderabad,74.6,2.7,64.1,71.0,55.1,70.0,No,0,Not Placed,0.0
STU315,Male,18,BSc,Mumbai,74.7,2.5,74.8,69.4,55.7,71.6,Yes,0,Placed,6.43
STU316,Male,19,MCA,Bengaluru,77.4,7.6,74.7,84.2,71.3,60.8,No,0,Placed,6.23
STU317,Male,23,BCA,Mumbai,82.8,5.5,70.3,90.2,58.2,66.6,Yes,0,Placed,6.63
STU318,Male,20,BCA,Bengaluru,69.1,5.1,71.5,91.3,75.2,69.6,No,0,Placed,5.78
STU319,Male,18,MCA,Lucknow,82.8,8.5,89.7,93.3,70.8,65.9,No,0,Not Placed,0.0
STU320,Female,18,BCA,Bengaluru,88.0,2.1,73.1,82.4,70.9,66.5,Yes,0,Placed,8.05
STU321,Female,19,BTech,Noida,83.2,6.8,77.8,87.7,75.7,69.8,No,0,Not Placed,0.0
STU322,Female,23,BTech,Pune,76.4,6.2,74.3,91.0,63.3,51.9,No,0,Not Placed,0.0
STU323,Female,24,BCA,Mumbai,84.6,8.9,84.7,92.8,71.2,82.9,Yes,0,Placed,8.11
STU324,Female,20,BCA,Hyderabad,59.4,4.2,71.2,85.5,57.8,75.9,Yes,0,Not Placed,0.0
STU325,Male,23,BSc,Noida,67.8,7.7,74.1,83.1,83.9,50.4,No,0,Placed,7.75
STU326,Female,24,BCA,Bengaluru,89.4,3.2,79.0,72.6,56.4,51.6,Yes,2,Not Placed,0.0
STU327,Male,20,BCA,Pune,83.2,9.0,78.9,100,75.0,71.4,No,0,Placed,7.25
STU328,Male,24,BTech,Hyderabad,63.1,5.3,71.0,79.2,75.4,68.8,No,0,Not Placed,0.0
STU329,Male,21,BCA,Mumbai,71.6,4.7,67.6,70.5,75.1,62.5,Yes,0,Not Placed,0.0
STU330,Female,20,BTech,Bengaluru,81.8,8.9,81.7,100,95.3,60.6,Yes,0,Placed,8.19
STU331,Male,22,BCA,Bengaluru,74.2,7.5,81.5,91.7,84.0,56.3,No,0,Placed,6.15
STU332,Male,18,BSc,Mumbai,81.0,6.5,84.3,93.6,68.8,78.7,Yes,0,Placed,6.89
STU333,Female,19,BCA,Delhi,72.5,8.1,84.7,81.1,92.5,64.0,Yes,0,Placed,5.9
STU334,Female,18,BCA,Bengaluru,70.9,5.5,69.6,90.5,73.9,67.7,No,0,Not Placed,0.0
STU335,Female,18,BTech,Bengaluru,89.8,8.2,87.7,97.6,69.9,53.4,No,0,Placed,4.93
STU336,Male,24,MCA,Delhi,80.7,4.7,88.7,83.3,81.5,67.6,No,0,Placed,7.44
STU337,Female,20,BSc,Mumbai,98.1,8.8,100,100,87.8,66.5,No,0,Placed,8.0
STU338,Female,24,BSc,Bengaluru,72.9,7.1,69.4,94.1,59.5,78.5,Yes,4,Not Placed,0.0
STU339,Male,21,MCA,Delhi,83.6,4.2,79.0,78.9,57.9,53.8,No,0,Not Placed,0.0
STU340,Male,21,MCA,Mumbai,58.8,7.2,65.9,94.6,70.7,58.5,No,3,Not Placed,0.0
STU341,Female,23,BSc,Hyderabad,90.1,4.7,54.5,77.3,57.1,77.5,No,0,Not Placed,0.0
STU342,Male,19,BSc,Delhi,77.7,8.1,74.6,98.8,70.0,65.8,Yes,0,Not Placed,0.0
STU343,Female,25,BSc,Lucknow,90.0,7.3,84.5,94.0,81.7,69.7,No,0,Placed,6.22
STU344,Male,20,MCA,Hyderabad,75.8,3.9,80.0,83.0,83.4,66.9,Yes,0,Placed,7.3
STU345,Male,19,BCA,Delhi,84.1,6.3,75.5,99.3,80.7,80.0,Yes,0,Placed,7.63
STU346,Female,20,MCA,Noida,89.4,2.8,71.3,66.6,60.4,76.8,No,0,Placed,6.14
STU347,Male,25,BSc,Delhi,88.8,5.6,90.8,100,72.9,46.6,No,0,Not Placed,0.0
STU348,Female,21,BCA,Delhi,68.3,1.9,58.8,64.6,65.6,42.7,Yes,1,Not Placed,0.0
STU349,Female,20,BSc,Pune,85.3,4.2,70.2,92.6,72.6,71.7,No,0,Placed,5.69
STU350,Male,19,BTech,Mumbai,73.8,4.6,73.7,87.2,79.6,82.5,No,2,Not Placed,0.0
STU351,Female,24,BTech,Delhi,71.3,5.8,61.4,69.0,60.6,70.1,No,0,Not Placed,0.0
STU352,Female,21,BCA,Delhi,65.0,5.0,74.0,70.9,70.4,73.8,Yes,0,Not Placed,0.0
STU353,Male,21,BTech,Mumbai,71.1,2.0,61.7,78.2,62.3,53.2,No,0,Not Placed,0.0
STU354,Male,21,BTech,Pune,88.0,8.4,77.8,97.8,82.9,51.3,Yes,0,Not Placed,0.0
STU355,Female,18,BTech,Pune,80.5,6.6,78.2,89.9,64.8,79.1,No,0,Placed,6.8
STU356,Male,24,MCA,Noida,81.3,8.0,77.3,95.2,60.0,63.1,Yes,0,Placed,7.2
STU357,Male,22,MCA,Hyderabad,64.7,7.4,79.2,76.2,69.3,62.4,No,0,Not Placed,0.0
STU358,Female,23,MCA,Mumbai,85.9,2.2,80.1,74.7,71.6,51.1,No,0,Placed,5.91
STU359,Male,23,BSc,Bengaluru,90.2,2.3,74.5,75.5,49.4,46.3,Yes,0,Placed,5.07
STU360,Female,25,BCA,Mumbai,71.8,2.7,82.1,91.5,59.0,67.8,No,0,Not Placed,0.0
STU361,Female,21,MCA,Mumbai,62.1,6.1,67.4,92.3,76.1,79.4,Yes,1,Placed,6.41
STU362,Female,23,BTech,Lucknow,73.9,3.0,62.3,73.1,46.1,63.3,No,3,Not Placed,0.0
STU363,Female,22,BSc,Noida,78.0,8.6,77.5,100,92.9,56.1,No,0,Not Placed,0.0
STU364,Female,25,BCA,Lucknow,61.7,2.3,66.2,55.9,63.3,54.6,No,0,Not Placed,0.0
STU365,Female,19,BTech,Mumbai,79.7,4.5,82.7,75.2,75.6,76.0,Yes,0,Placed,7.03
STU366,Female,23,MCA,Hyderabad,67.8,6.5,74.1,76.1,72.8,67.9,Yes,1,Placed,5.87
STU367,Female,23,BSc,Noida,82.5,2.0,74.9,74.1,69.2,70.7,No,0,Not Placed,0.0
STU368,Female,25,MCA,Bengaluru,69.2,8.1,64.9,86.7,90.6,88.1,No,0,Not Placed,0.0
STU369,Male,24,MCA,Pune,88.7,2.0,61.8,85.7,49.7,40,Yes,0,Placed,5.54
STU370,Female,23,BSc,Lucknow,76.2,4.8,74.9,87.8,76.5,86.4,No,0,Placed,7.02
STU371,Male,18,MCA,Pune,84.5,5.2,74.6,61.9,82.4,43.4,No,0,Not Placed,0.0
STU372,Male,25,BSc,Bengaluru,80.2,4.9,68.9,78.1,74.3,54.2,Yes,0,Placed,6.23
STU373,Female,18,BCA,Pune,80.6,6.8,87.2,100,71.1,72.0,No,0,Not Placed,0.0
STU374,Male,19,MCA,Pune,78.1,7.1,83.2,93.2,61.3,46.6,Yes,0,Not Placed,0.0
STU375,Female,25,BTech,Lucknow,76.6,8.7,85.5,94.1,98.3,79.7,No,0,Placed,6.86
STU376,Female,18,BTech,Bengaluru,78.4,2.5,69.5,85.5,72.2,54.6,Yes,0,Placed,6.63
STU377,Male,25,BTech,Delhi,87.1,3.5,71.4,68.5,73.8,43.7,Yes,0,Not Placed,0.0
STU378,Female,24,BSc,Noida,70.5,4.8,68.1,76.4,66.4,66.1,No,1,Not Placed,0.0
STU379,Female,21,BSc,Lucknow,83.5,4.4,74.4,91.2,61.3,80.2,No,0,Not Placed,0.0
STU380,Male,23,BSc,Bengaluru,81.6,6.4,78.7,96.2,75.0,60.4,Yes,0,Placed,6.76
STU381,Female,20,BTech,Lucknow,80.1,6.5,67.2,86.9,71.1,59.5,Yes,0,Placed,7.64
STU382,Male,18,MCA,Lucknow,93.5,6.3,82.4,87.0,77.7,65.1,No,0,Not Placed,0.0
STU383,Male,22,BTech,Pune,77.9,8.5,71.9,81.1,74.3,83.9,No,0,Placed,7.76
STU384,Female,23,BCA,Pune,71.3,7.6,85.2,97.7,76.4,86.4,No,0,Placed,7.69
STU385,Male,19,BSc,Hyderabad,84.3,2.3,79.6,80.5,64.7,84.0,Yes,0,Not Placed,0.0
STU386,Female,22,MCA,Bengaluru,83.9,8.3,76.5,91.5,87.5,62.3,No,0,Not Placed,0.0
STU387,Male,18,BSc,Lucknow,93.7,7.6,76.5,94.5,85.7,66.2,Yes,0,Not Placed,0.0
STU388,Female,23,BCA,Hyderabad,88.3,7.2,82.6,99.3,50.6,67.0,Yes,0,Placed,6.57
STU389,Female,21,MCA,Lucknow,59.2,1.7,51.4,69.8,58.9,66.3,No,0,Not Placed,0.0
STU390,Male,23,BCA,Delhi,74.1,6.9,67.1,83.1,76.0,51.5,No,0,Not Placed,0.0
STU391,Male,18,MCA,Lucknow,78.5,1.6,63.7,77.2,54.7,52.8,No,0,Not Placed,0.0
STU392,Female,20,BCA,Noida,87.5,2.3,70.3,58.3,65.7,60.2,No,0,Not Placed,0.0
STU393,Male,20,BTech,Pune,88.1,7.4,76.4,93.6,62.3,59.5,Yes,0,Placed,7.33
STU394,Male,18,MCA,Pune,64.0,7.9,66.6,82.0,83.8,46.0,Yes,2,Not Placed,0.0
STU395,Female,20,MCA,Pune,66.4,3.5,61.4,75.6,71.0,80.4,No,0,Placed,6.6
STU396,Male,21,MCA,Delhi,65.0,5.5,65.5,88.4,73.1,66.9,No,0,Placed,6.33
STU397,Male,20,BSc,Lucknow,78.8,2.7,71.7,73.3,60.1,57.4,No,0,Not Placed,0.0
STU398,Male,20,MCA,Lucknow,86.4,5.1,90.7,100,68.4,47.2,Yes,0,Placed,7.31
STU399,Male,24,MCA,Hyderabad,75.3,3.2,62.4,64.0,67.0,86.0,No,0,Placed,7.46
STU400,Male,23,BTech,Bengaluru,69.1,2.5,64.4,68.7,75.2,71.4,Yes,0,Not Placed,0.0
STU401,Male,20,MCA,Noida,63.2,7.9,50.5,87.1,56.2,47.5,No,0,Not Placed,0.0
STU402,Female,21,MCA,Pune,91.4,8.2,85.4,99.8,94.1,67.0,Yes,0,Placed,7.9
STU403,Male,19,BCA,Bengaluru,83.7,4.5,72.1,82.5,78.3,54.6,No,0,Not Placed,0.0
STU404,Male,25,BSc,Noida,86.0,8.1,85.3,86.5,86.6,48.3,No,0,Not Placed,0.0
STU405,Male,22,BSc,Hyderabad,85.4,6.7,84.2,85.0,65.3,48.4,Yes,0,Placed,5.8
STU406,Female,18,BCA,Bengaluru,75.5,5.0,81.3,87.9,59.3,60.9,No,0,Not Placed,0.0
STU407,Male,25,MCA,Bengaluru,85.4,7.2,75.6,100,64.3,46.7,Yes,0,Placed,7.51
STU408,Female,25,BTech,Lucknow,86.9,8.6,79.0,100,55.7,58.3,Yes,0,Placed,6.42
STU409,Male,20,BTech,Pune,64.7,2.6,67.3,77.0,63.9,59.1,No,0,Not Placed,0.0
STU410,Female,18,BTech,Hyderabad,68.5,1.7,68.1,55.4,51.8,69.5,No,0,Not Placed,0.0
STU411,Female,25,BTech,Delhi,80.6,8.2,78.8,100,77.3,66.8,No,0,Placed,7.87
STU412,Female,20,MCA,Bengaluru,88.2,6.7,79.6,89.0,69.3,64.2,Yes,0,Placed,7.33
STU413,Male,23,BTech,Delhi,66.6,4.9,80.3,83.7,68.4,78.7,No,0,Not Placed,0.0
STU414,Male,23,BTech,Hyderabad,78.1,3.7,92.7,77.6,61.4,63.0,No,0,Not Placed,0.0
STU415,Female,18,MCA,Mumbai,83.3,2.4,81.1,78.5,66.5,67.9,No,0,Not Placed,0.0
STU416,Female,21,BCA,Hyderabad,63.0,7.9,67.9,73.4,82.0,66.1,No,0,Placed,5.98
STU417,Female,23,BSc,Noida,75.2,3.6,63.3,61.6,87.9,90.2,No,0,Not Placed,0.0
STU418,Male,24,BSc,Lucknow,66.2,5.9,79.7,93.2,72.2,75.5,Yes,0,Placed,5.69
STU419,Male,24,BTech,Noida,76.4,5.7,72.7,72.4,74.3,61.8,No,3,Not Placed,0.0
STU420,Female,25,MCA,Hyderabad,58.2,1.5,57.5,85.3,64.2,66.0,No,0,Not Placed,0.0
STU421,Male,18,BCA,Mumbai,85.7,5.2,88.6,87.2,63.4,66.4,Yes,0,Not Placed,0.0
STU422,Male,23,BCA,Noida,88.4,2.7,79.2,79.7,70.2,48.1,Yes,0,Not Placed,0.0
STU423,Male,22,BTech,Hyderabad,79.6,8.5,70.5,93.2,78.1,74.2,No,0,Not Placed,0.0
STU424,Female,22,BTech,Delhi,63.7,5.9,72.6,84.9,58.7,66.2,Yes,0,Placed,7.15
STU425,Male,24,BSc,Noida,91.5,2.4,77.7,76.6,67.6,55.8,No,0,Not Placed,0.0
STU426,Male,22,BCA,Lucknow,85.1,2.4,66.7,80.2,76.3,67.4,No,0,Not Placed,0.0
STU427,Male,18,BSc,Mumbai,85.5,1.8,74.6,83.5,75.1,66.3,Yes,2,Not Placed,0.0
STU428,Male,21,MCA,Delhi,68.3,4.1,70.6,92.1,75.9,84.1,Yes,0,Placed,7.35
STU429,Male,19,BCA,Pune,79.6,6.9,84.9,92.8,73.2,69.7,No,0,Not Placed,0.0
STU430,Female,20,BSc,Bengaluru,83.2,2.3,81.3,57.1,53.9,68.1,No,0,Not Placed,0.0
STU431,Male,25,BTech,Mumbai,84.0,5.7,85.6,91.7,77.6,69.8,Yes,0,Placed,6.85
STU432,Female,21,BCA,Lucknow,90.5,7.5,83.2,100,72.7,45.7,Yes,0,Placed,6.21
STU433,Male,24,BSc,Pune,83.8,8.8,85.4,83.8,82.3,57.8,Yes,0,Placed,7.4
STU434,Female,22,BSc,Delhi,74.6,6.5,85.7,100,62.3,72.5,Yes,0,Placed,7.99
STU435,Male,19,BCA,Bengaluru,87.9,5.2,83.7,88.3,64.2,51.8,No,0,Not Placed,0.0
STU436,Female,25,MCA,Lucknow,72.6,5.2,63.4,80.1,73.0,42.5,No,0,Not Placed,0.0
STU437,Female,25,BTech,Bengaluru,88.7,4.8,82.9,86.9,61.2,70.7,Yes,0,Placed,5.93
STU438,Female,25,BSc,Bengaluru,80.5,2.7,78.7,82.9,67.6,63.1,No,0,Placed,7.01
STU439,Male,20,BTech,Bengaluru,74.4,7.1,95.4,100,70.1,59.7,Yes,0,Placed,7.37
STU440,Male,19,BTech,Noida,64.8,2.8,76.2,74.3,61.6,60.6,No,1,Placed,6.03
STU441,Female,24,BTech,Mumbai,80.7,7.6,91.9,100,68.6,83.9,Yes,0,Placed,6.69
STU442,Male,21,BTech,Bengaluru,71.5,3.7,72.9,65.5,57.2,77.6,No,0,Not Placed,0.0
STU443,Female,24,MCA,Hyderabad,74.4,2.1,63.0,73.6,52.0,57.4,No,0,Not Placed,0.0
STU444,Male,18,MCA,Bengaluru,80.8,3.1,65.1,86.4,61.9,69.3,No,0,Not Placed,0.0
STU445,Male,21,BTech,Noida,77.8,3.3,66.7,74.6,48.6,62.8,No,0,Not Placed,0.0
STU446,Female,20,BTech,Lucknow,83.6,3.3,81.0,80.2,72.3,52.7,No,0,Not Placed,0.0
STU447,Male,20,BTech,Bengaluru,66.0,3.4,60.0,76.8,49.8,62.0,No,3,Not Placed,0.0
STU448,Female,19,BSc,Hyderabad,90.6,6.5,66.5,92.1,67.7,82.2,No,0,Placed,6.07
STU449,Female,25,BCA,Pune,70.5,2.4,68.2,65.6,53.9,72.7,Yes,0,Placed,7.35
STU450,Female,22,BCA,Hyderabad,78.6,4.3,92.1,93.9,65.0,57.5,No,0,Not Placed,0.0
STU451,Female,22,BCA,Hyderabad,82.5,8.3,65.9,100,80.0,92.7,No,0,Placed,7.73
STU452,Female,19,MCA,Hyderabad,88.9,4.4,83.9,80.5,77.4,52.4,No,0,Placed,7.64
STU453,Female,24,BCA,Delhi,71.9,2.1,54.1,68.0,50.7,81.4,No,0,Placed,5.32
STU454,Female,19,BTech,Noida,76.6,7.0,72.5,87.8,67.1,61.3,Yes,0,Placed,7.58
STU455,Female,19,BCA,Hyderabad,67.1,5.4,72.1,98.9,64.3,82.8,No,0,Placed,5.62
STU456,Male,22,MCA,Hyderabad,83.6,7.7,85.1,91.7,70.0,77.9,No,0,Placed,8.28
STU457,Male,19,BSc,Hyderabad,68.9,6.8,70.3,92.4,79.8,59.8,Yes,0,Placed,7.79
STU458,Female,25,BSc,Hyderabad,65.1,6.9,80.8,100,72.2,61.6,Yes,0,Placed,8.07
STU459,Male,24,MCA,Delhi,76.3,2.6,68.0,71.3,71.5,72.2,No,0,Placed,5.71
STU460,Female,24,MCA,Hyderabad,84.3,6.8,81.0,86.0,76.6,63.0,Yes,0,Not Placed,0.0
STU461,Male,18,BTech,Lucknow,79.0,4.4,85.5,83.6,82.3,57.4,Yes,0,Placed,6.83
STU462,Female,24,MCA,Mumbai,71.4,3.8,77.1,89.6,63.9,82.8,No,0,Placed,7.16
STU463,Female,23,BSc,Hyderabad,90.4,3.9,90.0,84.7,80.5,84.2,No,1,Placed,7.1
STU464,Female,24,BCA,Lucknow,98.0,8.5,91.9,100,82.0,66.7,No,0,Placed,7.0
STU465,Male,22,MCA,Pune,88.1,7.1,88.1,86.4,71.5,75.8,Yes,0,Placed,7.8
STU466,Male,23,BCA,Pune,72.2,8.9,79.6,100,82.5,82.4,Yes,0,Placed,8.32
STU467,Female,22,BCA,Noida,73.8,1.8,59.0,60.8,100,72.3,No,3,Not Placed,0.0
STU468,Female,18,BCA,Hyderabad,80.1,6.0,83.2,93.5,72.5,76.0,Yes,0,Placed,6.5
STU469,Male,19,BTech,Pune,78.6,4.7,80.9,87.2,60.5,76.0,No,0,Not Placed,0.0
STU470,Female,22,BSc,Hyderabad,63.4,4.7,77.6,80.1,70.5,79.1,No,0,Not Placed,0.0
STU471,Male,25,BCA,Lucknow,72.5,4.8,77.7,91.6,61.4,60.7,No,0,Not Placed,0.0
STU472,Male,18,BCA,Mumbai,79.1,4.6,86.6,74.0,72.0,67.7,No,2,Not Placed,0.0
STU473,Male,24,BCA,Delhi,63.0,8.1,85.7,95.2,85.3,56.2,Yes,0,Not Placed,0.0
STU474,Male,20,BCA,Mumbai,85.2,6.0,70.0,88.1,68.9,67.2,Yes,0,Placed,7.17
STU475,Female,22,BTech,Delhi,83.7,8.7,79.5,85.4,82.1,58.7,No,0,Placed,7.45
STU476,Male,24,MCA,Pune,63.1,7.3,76.9,97.5,79.4,58.5,Yes,0,Placed,6.77
STU477,Male,21,BTech,Bengaluru,80.6,7.8,83.7,96.9,64.3,71.2,No,0,Not Placed,0.0
STU478,Female,18,BSc,Noida,76.0,5.4,72.1,65.7,86.1,50.2,Yes,2,Not Placed,0.0
STU479,Female,25,BCA,Bengaluru,78.7,8.5,76.7,100,84.3,57.5,Yes,0,Placed,8.3
STU480,Female,20,BTech,Hyderabad,84.5,4.4,71.6,64.0,80.9,67.8,No,0,Placed,6.88
STU481,Male,25,MCA,Noida,67.8,2.7,51.3,68.1,73.5,50.4,No,0,Not Placed,0.0
STU482,Female,20,MCA,Bengaluru,87.8,8.2,89.1,100,64.6,58.3,Yes,0,Placed,7.05
STU483,Female,20,BCA,Mumbai,84.1,8.4,87.4,91.8,81.1,82.0,No,0,Not Placed,0.0
STU484,Male,19,MCA,Noida,82.1,8.0,86.2,100,72.7,47.5,No,0,Not Placed,0.0
STU485,Male,19,MCA,Noida,77.1,4.6,76.9,83.7,60.6,68.8,Yes,0,Not Placed,0.0
STU486,Male,20,BSc,Mumbai,86.4,2.5,79.5,60.4,75.2,84.5,No,0,Not Placed,0.0
STU487,Male,19,BCA,Hyderabad,74.1,4.5,69.3,81.2,56.8,74.2,Yes,0,Not Placed,0.0
STU488,Female,24,BSc,Pune,90.1,6.8,87.7,100,63.4,53.7,No,0,Placed,7.57
STU489,Female,21,BSc,Noida,83.8,8.2,86.4,91.0,79.2,56.9,Yes,0,Placed,9.11
STU490,Male,19,BTech,Lucknow,79.4,7.2,98.5,100,75.7,68.5,No,0,Not Placed,0.0
STU491,Male,23,BTech,Bengaluru,82.0,4.2,70.9,90.6,72.4,46.0,No,0,Not Placed,0.0
STU492,Male,23,BTech,Noida,72.2,7.4,91.3,95.2,58.2,64.8,Yes,0,Not Placed,0.0
STU493,Female,19,MCA,Bengaluru,84.2,7.7,83.0,98.5,77.3,73.6,Yes,0,Placed,7.77
